          0.025	 -0.313	 -0.769	  0.056	  0.373	 -0.114	  0.181	  0.049	  0.253	  0.415	 -2.215	 -1.776	 -2.215	 -0.532	 -1.654	 -1.559	 -1.385	 -1.279	 -1.771	 -0.239	 -0.182	  0.027	  0.097	  0.014	 -0.062	  0.025	  0.146	 -0.115	  1.135	  1.358	  1.177	  1.604	  1.211	  1.188	  1.228	  1.366	  1.139	 -0.059
          0.026	 -0.394	 -0.841	  0.057	  0.412	 -0.113	  0.158	  0.055	  0.304	  0.372	 -1.648	 -1.133	 -1.650	 -0.183	 -1.069	 -1.015	 -0.780	 -0.637	 -1.253	 -0.281	 -0.219	  0.024	  0.114	  0.015	 -0.072	  0.028	  0.171	 -0.135	  1.400	  1.660	  1.439	  1.786	  1.484	  1.442	  1.511	  1.665	  1.381	 -0.058
          0.028	 -0.421	 -0.864	  0.047	  0.426	 -0.112	  0.153	  0.057	  0.316	  0.357	 -1.394	 -0.859	 -1.408	 -0.277	 -0.819	 -0.801	 -0.507	 -0.367	 -1.054	 -0.295	 -0.235	  0.018	  0.122	  0.015	 -0.075	  0.028	  0.179	 -0.143	  1.529	  1.802	  1.562	  1.773	  1.613	  1.554	  1.648	  1.805	  1.486	 -0.057
          0.029	 -0.370	 -0.833	  0.037	  0.415	 -0.113	  0.171	  0.052	  0.287	  0.380	 -1.574	 -1.080	 -1.605	 -0.814	 -1.012	 -1.021	 -0.698	 -0.594	 -1.273	 -0.278	 -0.227	  0.012	  0.120	  0.015	 -0.069	  0.025	  0.170	 -0.136	  1.491	  1.751	  1.515	  1.569	  1.568	  1.497	  1.604	  1.750	  1.428	 -0.055
          0.030	 -0.267	 -0.757	  0.027	  0.383	 -0.117	  0.197	  0.035	  0.227	  0.425	 -2.068	 -1.663	 -2.114	 -1.693	 -1.536	 -1.550	 -1.225	 -1.180	 -1.790	 -0.234	 -0.196	  0.006	  0.108	  0.014	 -0.058	  0.019	  0.145	 -0.117	  1.298	  1.520	  1.313	  1.228	  1.364	  1.288	  1.396	  1.517	  1.225	 -0.053
          0.031	 -0.114	 -0.639	  0.019	  0.324	 -0.127	  0.236	  0.015	  0.137	  0.493	 -2.856	 -2.590	 -2.919	 -2.721	 -2.360	 -2.364	 -2.072	 -2.108	 -2.573	 -0.174	 -0.150	 -0.001	  0.089	  0.013	 -0.042	  0.012	  0.111	 -0.089	  1.001	  1.168	  1.007	  0.834	  1.053	  0.980	  1.075	  1.166	  0.929	 -0.051
          0.033	  0.029	 -0.524	  0.007	  0.269	 -0.133	  0.272	  0.001	  0.045	  0.561	 -3.661	 -3.525	 -3.734	 -3.522	 -3.197	 -3.166	 -2.939	 -3.046	 -3.339	 -0.109	 -0.100	 -0.007	  0.066	  0.013	 -0.025	  0.005	  0.072	 -0.058	  0.666	  0.773	  0.665	  0.463	  0.704	  0.643	  0.715	  0.772	  0.605	 -0.049
          0.034	  0.140	 -0.428	  0.003	  0.225	 -0.132	  0.296	 -0.013	 -0.029	  0.619	 -4.320	 -4.292	 -4.400	 -4.134	 -3.885	 -3.817	 -3.647	 -3.811	 -3.959	 -0.051	 -0.053	 -0.012	  0.043	  0.011	 -0.011	 -0.001	  0.037	 -0.029	  0.353	  0.405	  0.346	  0.169	  0.376	  0.333	  0.378	  0.406	  0.309	 -0.046
          0.035	  0.225	 -0.359	 -0.006	  0.186	 -0.134	  0.318	 -0.021	 -0.081	  0.664	 -4.817	 -4.870	 -4.903	 -4.493	 -4.407	 -4.296	 -4.181	 -4.386	 -4.420	 -0.008	 -0.016	 -0.016	  0.023	  0.010	  0.001	 -0.004	  0.009	 -0.008	  0.102	  0.110	  0.090	 -0.031	  0.110	  0.087	  0.107	  0.113	  0.075	 -0.044
          0.036	  0.281	 -0.312	  0.000	  0.160	 -0.142	  0.334	 -0.020	 -0.111	  0.690	 -5.132	 -5.238	 -5.220	 -4.695	 -4.745	 -4.601	 -4.523	 -4.749	 -4.703	  0.018	  0.006	 -0.015	  0.009	  0.008	  0.008	 -0.004	 -0.006	  0.005	 -0.070	 -0.087	 -0.083	 -0.133	 -0.071	 -0.076	 -0.077	 -0.083	 -0.081	 -0.042
          0.037	  0.280	 -0.308	  0.003	  0.147	 -0.143	  0.333	 -0.019	 -0.115	  0.692	 -5.240	 -5.349	 -5.319	 -4.597	 -4.852	 -4.682	 -4.640	 -4.861	 -4.773	  0.025	  0.013	 -0.012	  0.003	  0.008	  0.011	 -0.001	 -0.010	  0.010	 -0.154	 -0.178	 -0.164	 -0.141	 -0.158	 -0.150	 -0.164	 -0.172	 -0.150	 -0.040
          0.039	  0.240	 -0.343	  0.006	  0.160	 -0.139	  0.323	 -0.010	 -0.090	  0.679	 -5.106	 -5.180	 -5.176	 -4.210	 -4.709	 -4.526	 -4.491	 -4.688	 -4.619	  0.015	  0.005	 -0.007	  0.004	  0.008	  0.009	  0.004	 -0.002	  0.007	 -0.145	 -0.159	 -0.148	 -0.048	 -0.144	 -0.129	 -0.149	 -0.151	 -0.128	 -0.038
          0.040	  0.173	 -0.392	  0.017	  0.181	 -0.133	  0.307	  0.000	 -0.048	  0.651	 -4.827	 -4.838	 -4.887	 -3.761	 -4.409	 -4.225	 -4.185	 -4.344	 -4.329	 -0.013	 -0.018	 -0.004	  0.012	  0.009	  0.003	  0.009	  0.016	 -0.003	 -0.039	 -0.027	 -0.035	  0.153	 -0.028	 -0.012	 -0.031	 -0.018	 -0.013	 -0.037
          0.041	  0.079	 -0.471	  0.024	  0.217	 -0.131	  0.284	  0.014	  0.012	  0.612	 -4.385	 -4.309	 -4.428	 -3.088	 -3.931	 -3.761	 -3.707	 -3.813	 -3.876	 -0.056	 -0.054	 -0.003	  0.027	  0.010	 -0.006	  0.015	  0.042	 -0.021	  0.161	  0.211	  0.169	  0.453	  0.184	  0.197	  0.184	  0.221	  0.190	 -0.036
          0.043	 -0.054	 -0.580	  0.022	  0.267	 -0.126	  0.254	  0.030	  0.093	  0.551	 -3.696	 -3.502	 -3.732	 -2.096	 -3.205	 -3.047	 -2.976	 -3.008	 -3.190	 -0.110	 -0.099	 -0.004	  0.047	  0.012	 -0.017	  0.022	  0.073	 -0.044	  0.436	  0.534	  0.446	  0.820	  0.474	  0.479	  0.478	  0.543	  0.462	 -0.035
          0.044	 -0.195	 -0.691	  0.030	  0.327	 -0.118	  0.223	  0.047	  0.183	  0.481	 -2.898	 -2.574	 -2.927	 -1.175	 -2.372	 -2.239	 -2.123	 -2.079	 -2.417	 -0.166	 -0.146	 -0.005	  0.069	  0.014	 -0.030	  0.028	  0.108	 -0.070	  0.752	  0.900	  0.762	  1.191	  0.804	  0.797	  0.813	  0.908	  0.767	 -0.035
          0.045	 -0.317	 -0.796	  0.029	  0.379	 -0.109	  0.192	  0.058	  0.259	  0.420	 -2.157	 -1.721	 -2.186	 -0.510	 -1.599	 -1.510	 -1.329	 -1.226	 -1.719	 -0.215	 -0.187	 -0.003	  0.091	  0.018	 -0.042	  0.033	  0.139	 -0.096	  1.055	  1.249	  1.066	  1.491	  1.120	  1.097	  1.137	  1.256	  1.053	 -0.035
          0.046	 -0.396	 -0.860	  0.034	  0.416	 -0.103	  0.169	  0.068	  0.312	  0.380	 -1.605	 -1.097	 -1.632	 -0.091	 -1.031	 -0.979	 -0.737	 -0.599	 -1.215	 -0.247	 -0.211	  0.000	  0.108	  0.021	 -0.052	  0.036	  0.162	 -0.115	  1.288	  1.512	  1.299	  1.648	  1.360	  1.321	  1.386	  1.521	  1.264	 -0.035
          0.048	 -0.409	 -0.873	  0.028	  0.434	 -0.105	  0.166	  0.069	  0.328	  0.362	 -1.355	 -0.833	 -1.392	 -0.223	 -0.783	 -0.767	 -0.468	 -0.331	 -1.025	 -0.256	 -0.216	  0.002	  0.116	  0.022	 -0.056	  0.037	  0.169	 -0.124	  1.398	  1.632	  1.409	  1.624	  1.472	  1.418	  1.506	  1.642	  1.353	 -0.035
          0.049	 -0.354	 -0.824	  0.033	  0.419	 -0.110	  0.178	  0.060	  0.293	  0.381	 -1.544	 -1.065	 -1.585	 -0.827	 -0.983	 -0.992	 -0.663	 -0.568	 -1.251	 -0.240	 -0.201	  0.002	  0.113	  0.019	 -0.054	  0.033	  0.159	 -0.121	  1.360	  1.581	  1.369	  1.425	  1.430	  1.365	  1.468	  1.591	  1.297	 -0.035
          0.050	 -0.260	 -0.750	  0.022	  0.381	 -0.117	  0.203	  0.044	  0.228	  0.423	 -2.045	 -1.652	 -2.099	 -1.676	 -1.516	 -1.530	 -1.194	 -1.161	 -1.776	 -0.203	 -0.169	 -0.000	  0.099	  0.015	 -0.045	  0.027	  0.134	 -0.106	  1.182	  1.371	  1.188	  1.100	  1.242	  1.174	  1.279	  1.378	  1.110	 -0.036
          0.051	 -0.114	 -0.636	  0.014	  0.323	 -0.128	  0.239	  0.024	  0.133	  0.489	 -2.856	 -2.590	 -2.922	 -2.772	 -2.360	 -2.362	 -2.060	 -2.108	 -2.578	 -0.153	 -0.129	 -0.003	  0.079	  0.012	 -0.034	  0.018	  0.099	 -0.084	  0.905	  1.050	  0.906	  0.724	  0.952	  0.888	  0.982	  1.051	  0.833	 -0.036
          0.052	  0.027	 -0.520	  0.008	  0.266	 -0.133	  0.270	  0.004	  0.041	  0.555	 -3.671	 -3.536	 -3.745	 -3.566	 -3.205	 -3.177	 -2.941	 -3.060	 -3.357	 -0.097	 -0.087	 -0.005	  0.057	  0.010	 -0.021	  0.010	  0.062	 -0.059	  0.587	  0.683	  0.586	  0.371	  0.622	  0.567	  0.639	  0.680	  0.525	 -0.036
          0.054	  0.141	 -0.430	  0.006	  0.221	 -0.135	  0.296	 -0.009	 -0.032	  0.610	 -4.343	 -4.311	 -4.417	 -4.133	 -3.908	 -3.835	 -3.664	 -3.837	 -3.987	 -0.045	 -0.048	 -0.006	  0.036	  0.010	 -0.010	  0.001	  0.028	 -0.035	  0.288	  0.338	  0.285	  0.090	  0.310	  0.270	  0.315	  0.332	  0.242	 -0.036
          0.055	  0.227	 -0.360	  0.009	  0.183	 -0.140	  0.315	 -0.022	 -0.085	  0.654	 -4.836	 -4.880	 -4.914	 -4.571	 -4.426	 -4.318	 -4.202	 -4.408	 -4.442	 -0.003	 -0.017	 -0.009	  0.018	  0.010	 -0.002	 -0.006	  0.002	 -0.015	  0.050	  0.063	  0.045	 -0.094	  0.060	  0.037	  0.055	  0.054	  0.021	 -0.036
          0.056	  0.275	 -0.324	 -0.001	  0.155	 -0.138	  0.324	 -0.030	 -0.121	  0.679	 -5.151	 -5.245	 -5.233	 -4.739	 -4.760	 -4.621	 -4.545	 -4.775	 -4.725	  0.023	  0.003	 -0.012	  0.005	  0.008	  0.003	 -0.010	 -0.016	 -0.002	 -0.106	 -0.117	 -0.113	 -0.179	 -0.106	 -0.113	 -0.117	 -0.127	 -0.119	 -0.036
          0.058	  0.284	 -0.311	 -0.003	  0.145	 -0.143	  0.325	 -0.030	 -0.128	  0.686	 -5.245	 -5.350	 -5.324	 -4.550	 -4.860	 -4.692	 -4.655	 -4.878	 -4.784	  0.031	  0.010	 -0.016	 -0.003	  0.007	  0.004	 -0.012	 -0.023	  0.004	 -0.174	 -0.196	 -0.183	 -0.170	 -0.179	 -0.175	 -0.194	 -0.206	 -0.175	 -0.035
          0.059	  0.244	 -0.344	 -0.001	  0.153	 -0.141	  0.314	 -0.026	 -0.105	  0.675	 -5.101	 -5.173	 -5.179	 -4.241	 -4.709	 -4.531	 -4.502	 -4.700	 -4.622	  0.021	  0.004	 -0.016	 -0.002	  0.006	  0.001	 -0.011	 -0.020	  0.003	 -0.156	 -0.173	 -0.166	 -0.072	 -0.159	 -0.149	 -0.177	 -0.183	 -0.149	 -0.035
          0.060	  0.178	 -0.395	  0.008	  0.177	 -0.137	  0.298	 -0.017	 -0.066	  0.648	 -4.813	 -4.831	 -4.878	 -3.751	 -4.399	 -4.221	 -4.192	 -4.354	 -4.325	 -0.004	 -0.015	 -0.013	  0.007	  0.007	 -0.004	 -0.008	 -0.005	 -0.006	 -0.056	 -0.052	 -0.061	  0.116	 -0.049	 -0.039	 -0.068	 -0.061	 -0.042	 -0.034
          0.061	  0.081	 -0.466	  0.019	  0.216	 -0.131	  0.273	 -0.003	 -0.005	  0.604	 -4.375	 -4.302	 -4.426	 -3.064	 -3.923	 -3.756	 -3.716	 -3.825	 -3.878	 -0.042	 -0.042	 -0.007	  0.023	  0.011	 -0.013	 -0.002	  0.020	 -0.021	  0.125	  0.163	  0.126	  0.387	  0.145	  0.152	  0.128	  0.156	  0.143	 -0.033
          0.062	 -0.049	 -0.571	  0.029	  0.271	 -0.122	  0.242	  0.015	  0.082	  0.544	 -3.692	 -3.497	 -3.726	 -2.110	 -3.198	 -3.047	 -2.985	 -3.016	 -3.192	 -0.089	 -0.078	 -0.001	  0.044	  0.015	 -0.023	  0.006	  0.053	 -0.042	  0.374	  0.456	  0.382	  0.719	  0.410	  0.410	  0.398	  0.453	  0.391	 -0.033
          0.064	 -0.189	 -0.679	  0.035	  0.328	 -0.113	  0.211	  0.032	  0.173	  0.477	 -2.892	 -2.572	 -2.917	 -1.183	 -2.364	 -2.240	 -2.127	 -2.083	 -2.417	 -0.139	 -0.118	  0.001	  0.066	  0.018	 -0.036	  0.013	  0.089	 -0.066	  0.664	  0.793	  0.676	  1.060	  0.713	  0.704	  0.709	  0.793	  0.673	 -0.032
          0.065	 -0.307	 -0.782	  0.034	  0.381	 -0.108	  0.182	  0.049	  0.256	  0.420	 -2.141	 -1.711	 -2.165	 -0.462	 -1.585	 -1.494	 -1.320	 -1.216	 -1.708	 -0.185	 -0.156	  0.001	  0.085	  0.019	 -0.047	  0.019	  0.121	 -0.089	  0.947	  1.117	  0.959	  1.339	  1.005	  0.983	  1.012	  1.121	  0.941	 -0.031
          0.066	 -0.390	 -0.854	  0.032	  0.419	 -0.104	  0.158	  0.057	  0.313	  0.374	 -1.583	 -1.073	 -1.608	 -0.096	 -1.009	 -0.960	 -0.723	 -0.581	 -1.198	 -0.217	 -0.184	 -0.001	  0.099	  0.018	 -0.055	  0.024	  0.144	 -0.106	  1.163	  1.363	  1.175	  1.490	  1.227	  1.191	  1.245	  1.368	  1.138	 -0.031
          0.068	 -0.415	 -0.876	  0.028	  0.432	 -0.110	  0.153	  0.060	  0.325	  0.357	 -1.338	 -0.813	 -1.373	 -0.198	 -0.769	 -0.755	 -0.459	 -0.321	 -1.012	 -0.230	 -0.196	 -0.001	  0.104	  0.016	 -0.058	  0.027	  0.152	 -0.113	  1.264	  1.475	  1.273	  1.471	  1.329	  1.279	  1.355	  1.480	  1.220	 -0.030
          0.069	 -0.358	 -0.831	  0.029	  0.415	 -0.115	  0.172	  0.056	  0.293	  0.381	 -1.534	 -1.055	 -1.581	 -0.809	 -0.979	 -0.988	 -0.660	 -0.562	 -1.246	 -0.219	 -0.187	 -0.001	  0.101	  0.015	 -0.054	  0.026	  0.144	 -0.109	  1.226	  1.426	  1.233	  1.290	  1.287	  1.228	  1.319	  1.431	  1.167	 -0.030
          0.070	 -0.263	 -0.757	  0.022	  0.379	 -0.120	  0.200	  0.043	  0.230	  0.427	 -2.051	 -1.657	 -2.102	 -1.705	 -1.522	 -1.537	 -1.202	 -1.167	 -1.778	 -0.187	 -0.161	 -0.001	  0.089	  0.014	 -0.044	  0.023	  0.123	 -0.094	  1.060	  1.232	  1.066	  0.997	  1.114	  1.053	  1.146	  1.236	  0.995	 -0.029
          0.071	 -0.117	 -0.639	  0.017	  0.322	 -0.124	  0.236	  0.024	  0.137	  0.494	 -2.861	 -2.599	 -2.924	 -2.728	 -2.367	 -2.368	 -2.066	 -2.114	 -2.582	 -0.142	 -0.122	 -0.002	  0.071	  0.013	 -0.031	  0.018	  0.093	 -0.072	  0.809	  0.939	  0.812	  0.661	  0.851	  0.795	  0.879	  0.942	  0.747	 -0.029
          0.072	  0.022	 -0.523	  0.007	  0.265	 -0.134	  0.268	  0.007	  0.046	  0.562	 -3.676	 -3.539	 -3.746	 -3.544	 -3.212	 -3.175	 -2.942	 -3.061	 -3.354	 -0.092	 -0.080	 -0.005	  0.051	  0.011	 -0.017	  0.012	  0.061	 -0.047	  0.523	  0.608	  0.524	  0.344	  0.553	  0.509	  0.574	  0.611	  0.472	 -0.029
          0.074	  0.134	 -0.427	  0.009	  0.220	 -0.138	  0.299	 -0.005	 -0.025	  0.618	 -4.337	 -4.305	 -4.411	 -4.160	 -3.903	 -3.829	 -3.652	 -3.824	 -3.973	 -0.046	 -0.040	 -0.008	  0.033	  0.009	 -0.005	  0.008	  0.033	 -0.023	  0.252	  0.295	  0.251	  0.088	  0.271	  0.241	  0.284	  0.298	  0.218	 -0.029
          0.075	  0.216	 -0.359	  0.003	  0.183	 -0.138	  0.321	 -0.011	 -0.076	  0.660	 -4.835	 -4.884	 -4.910	 -4.500	 -4.426	 -4.309	 -4.190	 -4.399	 -4.430	 -0.007	 -0.007	 -0.009	  0.019	  0.008	  0.005	  0.005	  0.011	 -0.004	  0.031	  0.039	  0.029	 -0.090	  0.041	  0.026	  0.045	  0.043	  0.015	 -0.028
          0.076	  0.270	 -0.309	  0.006	  0.160	 -0.145	  0.332	 -0.014	 -0.106	  0.690	 -5.150	 -5.245	 -5.225	 -4.732	 -4.758	 -4.611	 -4.532	 -4.759	 -4.711	  0.020	  0.016	 -0.008	  0.009	  0.007	  0.012	  0.004	 -0.003	  0.010	 -0.120	 -0.137	 -0.122	 -0.183	 -0.117	 -0.118	 -0.119	 -0.131	 -0.121	 -0.028
          0.077	  0.284	 -0.300	  0.007	  0.151	 -0.140	  0.334	 -0.016	 -0.109	  0.700	 -5.251	 -5.359	 -5.322	 -4.574	 -4.860	 -4.688	 -4.645	 -4.870	 -4.776	  0.031	  0.026	 -0.006	  0.003	  0.007	  0.015	  0.003	 -0.009	  0.015	 -0.190	 -0.218	 -0.192	 -0.188	 -0.191	 -0.182	 -0.196	 -0.211	 -0.179	 -0.027
          0.079	  0.245	 -0.328	  0.011	  0.158	 -0.144	  0.323	 -0.013	 -0.095	  0.680	 -5.102	 -5.183	 -5.171	 -4.230	 -4.711	 -4.529	 -4.492	 -4.693	 -4.615	  0.026	  0.022	 -0.004	  0.001	  0.007	  0.013	  0.003	 -0.006	  0.013	 -0.175	 -0.200	 -0.176	 -0.100	 -0.176	 -0.161	 -0.182	 -0.191	 -0.157	 -0.027
          0.080	  0.177	 -0.381	  0.018	  0.177	 -0.136	  0.305	 -0.004	 -0.055	  0.651	 -4.817	 -4.836	 -4.873	 -3.755	 -4.405	 -4.218	 -4.182	 -4.342	 -4.319	  0.003	  0.004	 -0.002	  0.006	  0.008	  0.006	  0.006	  0.005	  0.002	 -0.077	 -0.082	 -0.075	  0.079	 -0.073	 -0.056	 -0.077	 -0.073	 -0.055	 -0.026
          0.081	  0.080	 -0.456	  0.026	  0.213	 -0.132	  0.278	  0.010	  0.008	  0.608	 -4.362	 -4.290	 -4.405	 -3.056	 -3.912	 -3.739	 -3.690	 -3.796	 -3.854	 -0.034	 -0.025	 -0.000	  0.018	  0.009	 -0.005	  0.010	  0.026	 -0.015	  0.097	  0.125	  0.103	  0.337	  0.112	  0.125	  0.110	  0.134	  0.121	 -0.026
