0,0.001891
0.00125,0.001939
0.0025,0.001911
0.00375,0.001801
0.005,0.001668
0.00625,0.001565
0.0075,0.001482
0.00875,0.00137
0.01,0.001224
0.01125,0.001119
0.0125,0.001162
0.01375,0.001386
0.015,0.001706
0.01625,0.001988
0.0175,0.002174
0.01875,0.002345
0.02,0.002645
0.02125,0.003139
0.0225,0.003721
0.02375,0.004169
0.025,0.004297
0.02625,0.004079
0.0275,0.003638
0.02875,0.003134
0.03,0.002648
0.03125,0.002169
0.0325,0.001681
0.03375,0.001242
0.035,0.000985
0.03625,0.001017
0.0375,0.001307
0.03875,0.001681
0.04,0.00193
0.04125,0.001968
0.0425,0.001883
0.04375,0.001854
0.045,0.001988
0.04625,0.002223
0.0475,0.002389
0.04875,0.002363
0.05,0.002176
0.05125,0.001964
0.0525,0.001825
0.05375,0.001724
0.055,0.001548
0.05625,0.00126
0.0575,0.000989
0.05875,0.00094
0.06,0.001215
0.06125,0.001696
0.0625,0.002129
0.06375,0.002319
0.065,0.002274
0.06625,0.002155
0.0675,0.002113
0.06875,0.002155
0.07,0.00217
0.07125,0.002059
0.0725,0.001839
0.07375,0.001627
0.075,0.001531
0.07625,0.001577
0.0775,0.001711
0.07875,0.001868
0.08,0.002027
0.08125,0.002202
0.0825,0.002393
0.08375,0.002558
0.085,0.002629
0.08625,0.002555
0.0875,0.002342
0.08875,0.002053
0.09,0.001775
0.09125,0.001578
0.0925,0.001489
0.09375,0.001497
0.095,0.001578
0.09625,0.001719
0.0975,0.001921
0.09875,0.002183
0.1,0.002482
0.10125,0.002776
0.1025,0.003018
0.10375,0.003176
0.105,0.003226
0.10625,0.003153
0.1075,0.00296
0.10875,0.002683
0.11,0.002397
0.11125,0.002186
0.1125,0.002085
0.11375,0.002063
0.115,0.002053
0.11625,0.00202
0.1175,0.002002
0.11875,0.002076
0.12,0.002277
0.12125,0.002537
0.1225,0.002715
0.12375,0.002705
0.125,0.002515
0.12625,0.002263
0.1275,0.00207
0.12875,0.00195
0.13,0.001809
0.13125,0.001555
0.1325,0.001217
0.13375,0.000963
0.135,0.000975
0.13625,0.001292
0.1375,0.001761
0.13875,0.002148
0.14,0.002324
0.14125,0.002358
0.1425,0.002438
0.14375,0.002685
0.145,0.00302
0.14625,0.003211
0.1475,0.003052
0.14875,0.002535
0.15,0.001867
0.15125,0.001331
0.1525,0.001106
0.15375,0.00119
0.155,0.001451
0.15625,0.001757
0.1575,0.002048
0.15875,0.002329
0.16,0.00261
0.16125,0.002862
0.1625,0.003023
0.16375,0.003046
0.165,0.002949
0.16625,0.002819
0.1675,0.00277
0.16875,0.002861
0.17,0.003043
0.17125,0.00317
0.1725,0.0031
0.17375,0.002797
0.175,0.002376
0.17625,0.00202
0.1775,0.001857
0.17875,0.001882
0.18,0.001999
0.18125,0.002129
0.1825,0.002269
0.18375,0.002466
0.185,0.002727
0.18625,0.002974
0.1875,0.003089
0.18875,0.002997
0.19,0.002721
0.19125,0.002359
0.1925,0.002025
0.19375,0.001788
0.195,0.001657
0.19625,0.001598
0.1975,0.001568
0.19875,0.001554
0.2,0.001586
0.20125,0.001724
0.2025,0.002003
0.20375,0.002383
0.205,0.002738
0.20625,0.002917
0.2075,0.002834
0.20875,0.002521
0.21,0.002106
0.21125,0.001728
0.2125,0.001455
0.21375,0.001277
0.215,0.001151
0.21625,0.001054
0.2175,0.001008
0.21875,0.001049
0.22,0.001193
0.22125,0.001433
0.2225,0.00175
0.22375,0.002122
0.225,0.0025
0.22625,0.002788
0.2275,0.002875
0.22875,0.002717
0.23,0.002392
0.23125,0.002086
0.2325,0.001957
0.23375,0.002019
0.235,0.002133
0.23625,0.002124
0.2375,0.001941
0.23875,0.001688
0.24,0.001519
0.24125,0.001497
0.2425,0.001553
0.24375,0.001579
0.245,0.001556
0.24625,0.001572
0.2475,0.001726
0.24875,0.00201
0.25,0.002291
0.25125,0.002403
0.2525,0.002275
0.25375,0.001971
0.255,0.001645
0.25625,0.001449
0.2575,0.00147
0.25875,0.00172
0.26,0.00213
0.26125,0.002573
0.2625,0.002904
0.26375,0.003032
0.265,0.002971
0.26625,0.002831
0.2675,0.002729
0.26875,0.002692
0.27,0.002646
0.27125,0.002509
0.2725,0.002283
0.27375,0.002073
0.275,0.001995
0.27625,0.002058
0.2775,0.002158
0.27875,0.002178
0.28,0.002105
0.28125,0.002044
0.2825,0.002103
0.28375,0.002272
0.285,0.002416
0.28625,0.002395
0.2875,0.002211
0.28875,0.002018
0.29,0.001994
0.29125,0.002174
0.2925,0.002417
0.29375,0.00252
0.295,0.002388
0.29625,0.002103
0.2975,0.001854
0.29875,0.001786
0.3,0.001913
0.30125,0.002131
0.3025,0.00231
0.30375,0.002377
0.305,0.002331
0.30625,0.002224
0.3075,0.002128
0.30875,0.002101
0.31,0.002166
0.31125,0.002292
0.3125,0.002405
0.31375,0.002434
0.315,0.002369
0.31625,0.002281
0.3175,0.002276
0.31875,0.002415
0.32,0.002656
0.32125,0.002884
0.3225,0.002988
