0,-0.008179
0.00125,-0.012269
0.0025,-0.017074
0.00375,-0.022578
0.005,-0.027863
0.00625,-0.031594
0.0075,-0.032767
0.00875,-0.031189
0.01,-0.027441
0.01125,-0.022492
0.0125,-0.017295
0.01375,-0.012578
0.015,-0.008813
0.01625,-0.006266
0.0175,-0.005055
0.01875,-0.005222
0.02,-0.006788
0.02125,-0.009738
0.0225,-0.013891
0.02375,-0.018753
0.025,-0.02348
0.02625,-0.027058
0.0275,-0.028636
0.02875,-0.027837
0.03,-0.02488
0.03125,-0.020472
0.0325,-0.015549
0.03375,-0.010998
0.035,-0.00747
0.03625,-0.005316
0.0375,-0.004653
0.03875,-0.00547
0.04,-0.007698
0.04125,-0.011173
0.0425,-0.01552
0.04375,-0.020076
0.045,-0.023969
0.04625,-0.026377
0.0475,-0.026823
0.04875,-0.025322
0.05,-0.022315
0.05125,-0.018442
0.0525,-0.01434
0.05375,-0.010555
0.055,-0.007532
0.05625,-0.005606
0.0575,-0.004956
0.05875,-0.005574
0.06,-0.007323
0.06125,-0.01002
0.0625,-0.013459
0.06375,-0.017308
0.065,-0.020999
0.06625,-0.023764
0.0675,-0.02489
0.06875,-0.024048
0.07,-0.021456
0.07125,-0.017743
0.0725,-0.013656
0.07375,-0.009803
0.075,-0.006608
0.07625,-0.00439
0.0775,-0.003412
0.07875,-0.003824
0.08,-0.005563
0.08125,-0.008353
0.0825,-0.011787
0.08375,-0.015422
0.085,-0.018783
0.08625,-0.021331
0.0875,-0.022518
0.08875,-0.021985
0.09,-0.019776
0.09125,-0.016385
0.0925,-0.012563
0.09375,-0.009011
0.095,-0.006176
0.09625,-0.004264
0.0975,-0.003383
0.09875,-0.003637
0.1,-0.005077
0.10125,-0.007576
0.1025,-0.01077
0.10375,-0.01412
0.105,-0.01706
0.10625,-0.019117
0.1075,-0.019957
0.10875,-0.019406
0.11,-0.017491
0.11125,-0.014502
0.1125,-0.010993
0.11375,-0.007659
0.115,-0.005105
0.11625,-0.003649
0.1175,-0.003277
0.11875,-0.003796
0.12,-0.005048
0.12125,-0.00701
0.1225,-0.009671
0.12375,-0.01281
0.125,-0.015879
0.12625,-0.018152
0.1275,-0.019074
0.12875,-0.018536
0.13,-0.016887
0.13125,-0.014656
0.1325,-0.012254
0.13375,-0.009877
0.135,-0.007645
0.13625,-0.005796
0.1375,-0.004705
0.13875,-0.004702
0.14,-0.005863
0.14125,-0.007944
0.1425,-0.010506
0.14375,-0.013103
0.145,-0.015374
0.14625,-0.017026
0.1475,-0.017798
0.14875,-0.017503
0.15,-0.016123
0.15125,-0.013871
0.1525,-0.011149
0.15375,-0.008423
0.155,-0.006096
0.15625,-0.00446
0.1575,-0.003704
0.15875,-0.003925
0.16,-0.005111
0.16125,-0.007105
0.1625,-0.009611
0.16375,-0.012241
0.165,-0.014591
0.16625,-0.016293
0.1675,-0.017049
0.16875,-0.016678
0.17,-0.01519
0.17125,-0.012839
0.1725,-0.010099
0.17375,-0.007515
0.175,-0.005528
0.17625,-0.004364
0.1775,-0.004058
0.17875,-0.00456
0.18,-0.005814
0.18125,-0.00772
0.1825,-0.010058
0.18375,-0.012451
0.185,-0.014448
0.18625,-0.015676
0.1875,-0.01596
0.18875,-0.01534
0.19,-0.014
0.19125,-0.012192
0.1925,-0.010183
0.19375,-0.008245
0.195,-0.006632
0.19625,-0.005561
0.1975,-0.005181
0.19875,-0.005567
0.2,-0.006704
0.20125,-0.008457
0.2025,-0.010554
0.20375,-0.012613
0.205,-0.014238
0.20625,-0.015159
0.2075,-0.015308
0.20875,-0.014786
0.21,-0.01376
0.21125,-0.012364
0.2125,-0.010697
0.21375,-0.008904
0.215,-0.007242
0.21625,-0.006049
0.2175,-0.005615
0.21875,-0.006036
0.22,-0.00717
